4.2658,6.3022,0
-1.6916,0.48596,0
3.0571,3.7264,0
-2.8986,-7.5842,0
-2.2922,-7.8922,0
3.1132,2.2053,0
1.4288,5.1261,0
3.8395,5.5164,0
2.8659,2.1038,0
2.5117,2.8321,0
0.26119,-4.8331,0
2.3818,0.68175,0
-1.6449,1.3746,0
2.52,1.2311,0
-0.18064,3.3143,0
-4.5839,-8.9089,0
2.8958,4.7093,0
-3.3133,-7.8662,0
-3.017,-7.0544,0
-3.0195,-7.5924,0
2.9619,5.609,0
2.6177,5.1196,0
2.1419,5.5316,0
2.7197,5.6782,0
-3.6939,-8.5364,0
-0.56547,-5.5249,0
-2.2034,1.6325,0
-2.8254,-1.8078,0
-5.4607,-10.195,0
-0.63657,-2.2171,1
-0.82354,-2.545,1
-0.52886,-2.7547,1
-2.4555,-3.1464,1
-2.5503,-3.758,1
0.6309,-1.0708,1
1.3031,-0.18181,1
-0.90069,-1.3896,1
0.039169,-2.3718,1
0.068445,0.30375,1
-0.8911,1.0051,1
0.68986,-0.38544,1
1.6474,2.5889,1
1.2227,2.2157,1
0.40582,-1.3006,1
1.9889,2.7422,1
1.7695,2.7116,1
1.841,2.5131,1
0.42787,3.1375,1
1.2449,0.33941,1
0.53818,2.515,1
-0.10808,-1.508,1
0.54591,-0.077822,1
0.95473,0.31388,1
-1.0853,-0.002997,1
-0.43315,-2.8543,1
-0.31574,0.30708,1
-0.099439,-1.7593,1
-1.2102,-3.2413,1
-1.2001,-3.453,1
-1.6197,-3.2166,1
-1.7904,-3.0578,1
-1.3521,-3.5821,1
-1.637,-3.5747,1
-1.6145,-3.8266,1
-1.3482,-1.146,1
-1.0397,-1.8653,1
-0.13807,0.53981,1
-1.7017,-5.1618,1
0.42505,0.74687,1
0.44274,-1.242,1
0.89586,-1.4391,1
-1.0736,1.0642,1
0.77814,-2.8017,1
0.1934,0.65194,1
-0.211,-1.3078,1
-0.18785,-1.4055,1
-0.0071217,-1.2254,1
0.10229,-1.1828,1
1.3097,1.7356,1
-0.31018,0.7327,1
-0.83872,-0.70216,1
-0.93361,-4.1676,1
0.93115,1.0386,1
-0.010223,0.57446,1
0.99409,1.5707,1
0.55598,0.17243,1
-0.15162,-1.8345,1
-0.91328,-1.3411,1
0.54713,-1.5429,1
-0.60065,-1.5657,1
-2.8872,-6.0213,1
-2.9871,-6.2169,1
-2.8075,-6.5805,1
-2.5019,-6.6015,1
-2.1959,-6.2053,1
2.0017,3.3479,1
2.0367,3.5534,1
2.3748,3.6471,1
2.4696,3.8027,1
0.53239,-0.67453,1
2.3241,3.9885,1
-2.2964,-4.9525,1
1.1528,1.4046,1
-0.15127,-2.2265,1
0.15501,-1.815,1
1.5776,-0.70741,1
-0.36316,-0.90642,1
0.45522,1.5041,1
0.31512,-3.2358,1
-0.29134,-1.1147,1
-0.40129,-1.3176,1
-1.6591,-4.2544,1
-1.7936,-4.1629,1
-1.3535,-4.4291,1
-1.4019,-4.8141,1
0.089355,0.12751,1
-1.2895,-2.8888,1
-1.9323,-2.6241,1
-1.0075,-2.4002,1
-1.0664,-2.3817,1
-1.7038,-2.2469,1
-1.7211,-2.4556,1
-1.1491,-2.4808,1
-1.135,-2.6961,1
0.85228,0.24193,1
-0.33073,1.2066,1
0.36916,0.81592,1
0.75634,-1.0149,1
-1.6529,-6.2772,1
-1.0209,0.80314,1
-0.58452,-2.774,1
0.60573,0.66665,1
0.84812,-0.69454,1
0.70933,1.5793,1
0.50345,1.7769,1
0.74309,1.9375,1
0.69595,-2.6908,1
0.64848,-1.4601,1
1.7979,0.079518,1
-0.59972,-1.5499,1
0.85425,-1.9928,1
0.51353,-1.8602,1
-0.32751,-0.075393,1
0.9273,0.086855,1
-2.2233,-5.4926,1
-2.3026,-5.1147,1
-2.0519,-5.6357,1
-2.5469,-5.5076,1
-2.9124,-5.7465,1
-2.99,-5.8491,1
0.09201,-1.5741,1
1.5682,2.0663,1
0.80934,-0.63987,1
0.65729,-0.0087949,1
0.92044,-0.87616,1
0.44945,0.91648,1
1.2599,2.4496,1
1.351,2.0286,1
-0.6366,-0.52011,1
1.8885,2.8737,1
1.6812,2.7783,1
1.057,0.58266,1
-1.4397,-0.77318,1
0.1778,-0.77532,1
-0.40956,-0.84342,1
0.23856,-0.18188,1
0.40287,-0.57676,1
0.10249,0.60319,1
-0.45278,-2.5582,1
-0.66377,0.28032,1
0.25626,-1.1022,1
-0.092864,-1.459,1
-1.5287,-3.1643,1
-1.01,-3.0472,1
0.033696,-2.4528,1
-1.2684,-3.1106,1
-1.6079,-3.2248,1
-1.2625,-1.2444,1
-1.345,-1.5533,1
0.48937,0.058671,1
0.19131,-0.67185,1
-0.11876,0.070598,1
0.77381,-3.0586,1
-0.083177,1.5227,1
-1.987,-5.391,1
-0.4127,-0.81326,1
-1.641,-5.5739,1
-1.5198,-5.4086,1
-0.033069,0.01935,1
0.64855,-2.1588,1
0.14594,-0.30532,1
0.48953,-2.0738,1
-0.038125,0.23226,1
-0.54894,-0.31287,1
-0.45236,-0.73565,1
0.43677,-0.42806,1
-0.76607,-4.2872,1
0.68135,1.4312,1
-0.27676,-3.0493,1
-0.1526,-0.17943,1
-0.88135,-3.054,1
-0.19299,2.0479,1
-0.88116,-3.9092,1
-2.2597,-4.0461,1
-2.8116,-4.6241,1
-0.5931,-2.1712,1
-0.4555,-2.6197,1
0.65304,3.02,1
-0.70064,-1.6786,1
-0.69223,-1.5226,1
0.49903,-1.2835,1
-0.69725,-1.3865,1
-0.1962,-0.31629,1
-0.2333,-3.3374,1
0.67009,1.003,1
1.894,3.098,1
1.8196,3.2187,1
1.6771,3.356,1
1.3757,3.2943,1
-0.22189,-3.79,1
0.30727,-1.0393,1
0.39401,-1.6079,1
1.1294,1.7734,1
1.6317,1.6812,1
1.3794,1.1885,1
1.3154,1.7159,1
1.2527,0.62756,1
0.19751,-1.3623,1
0.24942,-0.10183,1
0.47513,2.3396,1
-0.77703,0.29218,1
0.34081,-1.4224,1
-1.6868,-4.2205,1
-1.0752,-4.3576,1
-1.5573,-4.6881,1
-0.081824,-0.21783,1
-1.1862,-2.8297,1
-1.3613,-2.9986,1
-1.266,-2.478,1
-0.31904,-3.5303,1
-0.066215,-0.83952,1
0.85035,0.44817,1
-0.26141,-0.84624,1
0.16716,0.23915,1
0.19454,-0.93655,1
-1.9676,-6.5821,1
-3.1048,-5.1704,1
1.725,0.22763,1
0.45192,-0.9533,1
0.57713,0.57762,1
-0.09631,0.18272,1
0.8915,0.71908,1
-0.25237,1.3789,1
-0.26559,-3.4883,1
0.98851,-0.040382,1
-0.95776,-3.5017,1
0.78112,-3.4007,1
-0.35539,-2.101,1
-0.9383,-2.5831,1
-2.1446,-3.2404,1
-2.7036,-3.1899,1
-2.4236,-3.6464,1
-0.23329,-1.1012,1
-0.31501,-1.3395,1
-0.89192,-1.4211,1
-0.90141,-1.8173,1
-0.075182,-0.81182,1
2.1259,2.2864,1
2.3901,2.3344,1
0.58135,1.9113,1
0.51145,-0.37488,1
0.5281,0.30621,1
0.3297,-0.88713,1
-0.29778,-1.9215,1
-0.8548,0.66843,1
1.1343,-0.35324,1
1.5777,0.9836,1
0.10556,0.18602,1
1.27,-0.25143,1
0.963,-1.0748,1
-0.43146,-2.3734,1
0.30706,0.57907,1
-0.37484,-1.1763,1
-0.45296,-1.6969,1
-1.0781,-3.4867,1
-1.2085,-3.3907,1
-1.2365,-3.9563,1
-1.7673,-3.9057,1
-1.9636,-3.7693,1
0.0056901,-2.5008,1
-1.2905,-1.3197,1
-1.3467,-1.956,1
-1.7542,-1.6205,1
0.19604,-0.1005,1
-0.32264,1.214,1
-1.4408,-5.3877,1
-1.8825,-5.7167,1
-1.3814,-5.6794,1
-1.1619,-5.5861,1
0.23273,-1.2306,1
0.65854,-1.4727,1
-0.1413,-2.8211,1
0.1995,-2.0971,1
0.045818,-1.6765,1
-2.182,-2.5691,1
-0.80914,-4.2174,1
-0.78284,-4.6739,1
0.49781,1.246,1
0.91681,1.4482,1
0.66514,1.0115,1
-0.51937,1.4885,1
0.81599,-0.2215,1
0.36085,1.5485,1
0.92567,2.5765,1
-0.53166,-2.6275,1
-0.82369,-2.7957,1
-0.81549,-2.8044,1
-0.57029,-2.3888,1
-0.82795,-2.5704,1
-0.31255,-1.6463,1
-0.7629,-1.4197,1
-0.74422,-1.6401,1
-2.6682,-6.0512,1
-2.4922,-6.2993,1
-2.5185,-6.6439,1
-0.082415,-0.70834,1
1.1756,-1.5503,1
1.4134,-1.38,1
1.791,-1.6297,1
0.24152,-3.4062,1
1.0151,3.1619,1
2.1244,3.4637,1
0.3288,0.28688,1
0.80394,-0.52907,1
0.19243,0.6543,1
0.31283,-1.4182,1
1.7249,1.4419,1
1.3749,0.08343,1
-0.13753,-1.534,1
1.5907,0.31516,1
0.05443,-1.5957,1
-1.2099,-0.70517,1
-0.44791,-0.54056,1
-0.38789,0.58414,1
-0.20266,1.2827,1
-0.40102,-1.7353,1
-0.3997,-1.7411,1
-1.7885,-4.4213,1
-1.7374,-4.9007,1
-1.1704,-2.867,1
-1.3257,-2.2121,1
-1.1483,-2.3532,1
-1.2703,-2.6303,1
-1.3461,-2.7926,1
0.040762,-2.7576,1
1.0378,-2.084,1
0.50297,0.3471,1
0.25149,-1.6838,1
-1.0899,0.98648,1
0.55994,-2.9359,1
0.83991,-2.7929,1
0.055895,-1.0378,1
1.403,-0.99669,1
0.32619,0.51313,1
0.67506,-0.96812,1
-0.33384,-4.1809,1
0.70641,1.4699,1
0.79122,1.2096,1
-0.99203,-3.4567,1
-0.97746,-3.6249,1
-0.79003,-3.5803,1
-0.15438,-1.2996,1
0.94603,2.4427,1
-0.66956,-2.028,1
-0.61058,-2.9244,1
-0.82158,-1.2572,1
1.0116,-2.9008,1
2.1871,0.0034804,1
-2.1049,-5.0794,1
-2.1892,-5.3366,1
-2.9125,-5.0522,1
-2.1012,-5.6286,1
-2.4811,-5.619,1
1.9959,4.3107,1
-0.77495,1.0427,1
0.13717,1.827,1
0.35753,-0.57816,1
-0.36766,0.6288,1
1.7574,2.7512,1
-0.1889,-2.8014,1
0.0010687,0.83885,1
1.5093,0.099464,1
1.5538,0.4777,1
1.6007,0.47261,1
0.0024211,0.45802,1
2.5467,4.1789,1
-0.08949,-2.5757,1
-0.45215,-0.95312,1
-0.08898,-1.3,1
-0.49591,-1.2539,1
-0.16175,-1.5297,1
1.4829,-0.21166,1
-0.48299,-1.9766,1
0.70771,-0.077609,1
-1.4862,-3.12,1
-1.1651,-3.4518,1
-1.1009,-3.673,1
-1.2463,-3.783,1
-1.699,-3.7216,1
-1.138,-1.5431,1
-1.1177,-1.6062,1
0.17153,0.72875,1
0.30025,-3.0169,1
-1.666,-5.1942,1
-0.31804,-1.9633,1
0.37183,-1.4008,1
0.68796,-1.5417,1
0.073188,-2.5046,1
0.0066987,-1.4524,1
0.13514,0.19282,1
-0.34635,2.0112,1
-1.0093,-3.0541,1
0.79346,-0.75187,1
-0.21719,-0.841,1
0.90906,-0.99472,1
0.95788,0.65433,1
-0.88903,-0.66402,1
-0.26171,-3.4019,1
0.18347,-0.78423,1
0.71357,0.17475,1
0.081346,-1.1891,1
-0.84461,-3.5236,1
-0.8998,-3.6819,1
-2.0614,-4.4513,1
-0.67981,-2.8135,1
-0.40432,-2.1124,1
-0.6634,-2.1449,1
-0.23644,-2.2533,1
-2.479,-4.6158,1
-2.875,-4.6968,1
-3.6728,-4.8726,1
-0.89169,-1.2925,1
0.34377,-1.3122,1
0.17884,-1.3488,1
-0.26957,-1.204,1
1.5444,-1.5974,1
0.42559,-0.028846,1
-0.12905,1.1722,1
1.8741,3.2072,1
0.61258,0.63265,1
0.55234,-0.36436,1
0.95835,-0.97637,1
-0.24174,-1.4781,1
1.7926,1.2122,1
1.5959,1.886,1
1.2434,1.176,1
0.39608,-0.019555,1
0.048053,-0.49414,1
1.5274,-0.21732,1
0.54916,0.25272,1
0.72207,-1.0397,1
-0.42375,1.6474,1
-0.13212,0.79112,1
-0.46101,-3.0948,1
-0.76018,0.4244,1
-0.41997,-1.5715,1
-0.40265,-1.5809,1
-0.29513,1.2126,1
-1.0022,-4.0951,1
-1.1554,-4.1553,1
-1.6161,-4.0433,1
-1.8257,-4.0101,1
-1.0224,-4.4918,1
-1.6908,-4.4406,1
-1.8466,-2.5928,1
-1.9223,-2.7431,1
-1.5457,-2.4276,1
-1.1023,-2.6415,1
-1.532,-2.4802,1
-1.7165,-2.7309,1
0.63073,-1.8297,1
0.9055,-1.0137,1
0.47868,-1.3877,1
-0.60434,-2.7734,1
0.99049,-2.6969,1
-0.081151,-1.2276,1
-3.419,-5.1904,1
-3.3535,-5.3745,1
-3.4579,-5.2684,1
0.040941,0.74727,1
-0.11275,-1.8382,1
-0.80482,0.70001,1
0.88609,-0.20453,1
0.79961,-0.83324,1
-0.79557,-4.5881,1
0.87053,1.0035,1
-3.8472,-6.7639,2
-3.6753,-6.8169,2
-3.4099,-6.9387,2
-3.4624,-6.4302,2
